0 0 9
0 1 40
0 2 45
0 3 46
0 4 49
0 5 50
0 6 49
0 7 50
0 8 50
0 9 50

1 0 12
1 1 38
1 2 44
1 3 50
1 4 49
1 5 50
1 6 50
1 7 49
1 8 50
1 9 50

2 0 12
2 1 38
2 2 43
2 3 47
2 4 50
2 5 50
2 6 50
2 7 50
2 8 50
2 9 50

3 0 10
3 1 40
3 2 47
3 3 46
3 4 50
3 5 48
3 6 50
3 7 49
3 8 49
3 9 50

4 0 7
4 1 38
4 2 43
4 3 47
4 4 48
4 5 49
4 6 50
4 7 49
4 8 50
4 9 49

5 0 10
5 1 36
5 2 46
5 3 47
5 4 49
5 5 49
5 6 49
5 7 50
5 8 50
5 9 50

6 0 10
6 1 29
6 2 46
6 3 46
6 4 48
6 5 50
6 6 49
6 7 50
6 8 50
6 9 49

7 0 8
7 1 37
7 2 41
7 3 49
7 4 48
7 5 48
7 6 50
7 7 50
7 8 50
7 9 50

8 0 10
8 1 36
8 2 46
8 3 48
8 4 49
8 5 48
8 6 49
8 7 50
8 8 50
8 9 50

9 0 9
9 1 41
9 2 50
9 3 49
9 4 50
9 5 50
9 6 50
9 7 50
9 8 50
9 9 50

